Resume ID,Resume Text,Education,Experience Years,Skills,Job Role,Category
r000101,"Education: License Experience: 2 years Skills: Communication, Query Optimization, Problem Solving, Empathy, Massage Therapy, Serverless, Customer Service, Django",license,2,communication|query optimization|problem solving|empathy|massage therapy|serverless|customer service|django|anatomy|negotiation,massage therapist,beauty & wellness
r000102,"Education: Associate in Veterinary Technology Experience: 1 years Skills: Animal Handling, Compassion, Veterinary Care, Jira, Go, Safety, Communication, Teamwork",associate in veterinary technology,1,animal handling|compassion|veterinary care|jira|go|safety|communication|teamwork|encryption|c#|technical skills,veterinary technician,veterinary
r000103,"Education: Master's in Computer Science Experience: 5 years Skills: Statistics, Deep Learning, PyTorch, Angular, Problem Solving, TensorFlow, Research, Python",master's in computer science,5,statistics|deep learning|pytorch|angular|problem solving|tensorflow|research|python,machine learning engineer,technology
r000104,"Education: Bachelor's in Computer Science Experience: 2 years Skills: MySQL, Magento, React Native, E-commerce, GraphQL, Problem Solving, JavaScript, PHP",bachelor's in computer science,2,mysql|magento|react native|e-commerce|graphql|problem solving|javascript|php,magento developer,technology
r000105,"Education: Law School Graduate Experience: 0 years Skills: Negotiation, Legal Research, Analysis, Problem Solving, Attention to Detail, Ruby, Writing, Communication",law school graduate,0,negotiation|legal research|analysis|problem solving|attention to detail|ruby|writing|communication,law clerk,legal services
r000106,"Education: Master's in Microbiology Experience: 1 years Skills: Precision, Research, Node.js, Microbiology, Jira, HTML, R, Data Analysis",master's in microbiology,1,precision|research|node.js|microbiology|jira|html|r|data analysis|laboratory work|python|problem solving,microbiologist,science & research
r000107,"Education: Management Experience Experience: 1 years Skills: Customer Service, Leadership, Communication, Ruby, Restaurant Management, User Experience, Financial Management, Kotlin",management experience,1,customer service|leadership|communication|ruby|restaurant management|user experience|financial management|kotlin|creativity|staff management,restaurant manager,agriculture & food
r000108,"Education: Data Science Certificate Experience: 4 years Skills: Data Analysis, Documentation, Shell Scripting, Collaboration, Python, Jenkins, Visualization, Jupyter Notebooks",data science certificate,4,data analysis|documentation|shell scripting|collaboration|python|jenkins|visualization|jupyter notebooks,jupyter developer,data & analytics
r000109,"Education: Certification Experience: 1 years Skills: Texturing, Market Research, 3D Modeling, Compliance, Software Skills, Rendering, Tableau, Critical Thinking",certification,1,texturing|market research|3d modeling|compliance|software skills|rendering|tableau|critical thinking|problem solving|creativity,3d artist,creative & design
r000110,"Education: WordPress Certification Experience: 0 years Skills: JavaScript, Shell Scripting, WordPress, Business Development, PHP, CSS, Plugin Development, Theme Development",wordpress certification,0,javascript|shell scripting|wordpress|business development|php|css|plugin development|theme development,wordpress developer,technology
r000111,"Education: Cloud Certification Experience: 7 years Skills: AWS, Networking, Oracle, C#, System Design, Security, SEO, GCP",cloud certification,7,aws|networking|oracle|c#|system design|security|seo|gcp|azure|javascript|jira,cloud architect,technology
r000112,"Education: Bachelor's in Computer Science Experience: 3 years Skills: JavaScript, TypeScript, PostgreSQL, User Interface, Problem Solving, Type Safety, Node.js, Object-Oriented Design",bachelor's in computer science,3,javascript|typescript|postgresql|user interface|problem solving|type safety|node.js|object-oriented design|firewalls|graphic design|teamwork,typescript developer,technology
r000113,"Education: Diploma in IT Experience: 2 years Skills: JavaScript, UI/UX Design, CSS, HTML, Scrum, Kanban, Vue.js, React",diploma in it,2,javascript|ui/ux design|css|html|scrum|kanban|vue.js|react,frontend developer,technology
r000114,"Education: Bachelor's in Marketing Experience: 0 years Skills: Analytics, A/B Testing, Email Campaign Management, Redis, Segmentation, Android, Automation Platforms, Copywriting",bachelor's in marketing,0,analytics|a/b testing|email campaign management|redis|segmentation|android|automation platforms|copywriting|jupyter,email marketing specialist,marketing & sales
r000115,"Education: Master's in Public Administration Experience: 3 years Skills: Oracle, Leadership, Public Administration, Policy Knowledge, Shell Scripting, Budget Management, PostgreSQL, NumPy",master's in public administration,3,oracle|leadership|public administration|policy knowledge|shell scripting|budget management|postgresql|numpy|communication|swift|strategic planning,public administrator,government & public service
r000116,"Education: WordPress Certification Experience: 0 years Skills: PHP, Plugin Development, Theme Development, Graphic Design, JavaScript, WordPress, Adobe Creative Suite, CSS",wordpress certification,0,php|plugin development|theme development|graphic design|javascript|wordpress|adobe creative suite|css,wordpress developer,technology
r000117,"Education: High School Experience: 0 years Skills: User Interface, Software Skills, Administrative Skills, Time Management, Database Design, Typing, Communication, Organization",high school,0,user interface|software skills|administrative skills|time management|database design|typing|communication|organization,administrative assistant,administration
r000118,"Education: Master's or PhD in Psychology Experience: 5 years Skills: Empathy, Critical Thinking, Mobile UI/UX, Business Development, Patient Communication, User Interface, Psychological Assessment, Research",master's or phd in psychology,5,empathy|critical thinking|mobile ui/ux|business development|patient communication|user interface|psychological assessment|research|p&l management|mysql|counseling,psychologist,healthcare
r000119,"Education: Beauty School Experience: 2 years Skills: Nail Care, Precision, Customer Service, Creativity, Artistry, Security Protocols, Communication, Sanitation",beauty school,2,nail care|precision|customer service|creativity|artistry|security protocols|communication|sanitation,nail technician,beauty & wellness
r000120,"Education: Bachelor's in Operations Experience: 3 years Skills: Quality Control, Equipment Maintenance, Documentation, Staff Management, Teamwork, Business Acumen, Problem Solving, Production Planning",bachelor's in operations,3,quality control|equipment maintenance|documentation|staff management|teamwork|business acumen|problem solving|production planning|firewalls|safety,production manager,operations & supply chain
r000121,"Education: Bar License Experience: 0 years Skills: Legal Knowledge, Negotiation, Ethics, Problem Solving, Docker, Research, Budget Management, Writing",bar license,0,legal knowledge|negotiation|ethics|problem solving|docker|research|budget management|writing|communication,lawyer,legal services
r000122,"Education: Trade School Experience: 3 years Skills: Python, Precision, GraphQL, Technical Knowledge, CNC Machines, Problem Solving, Attention to Detail, Safety",trade school,3,python|precision|graphql|technical knowledge|cnc machines|problem solving|attention to detail|safety,cnc machinist,skilled trades
r000123,"Education: Bachelor's in Computer Science Experience: 2 years Skills: Cryptocurrency, Blockchain Technology, SQL, Smart Contracts, CloudFormation, Python, Problem Solving, Mentoring",bachelor's in computer science,2,cryptocurrency|blockchain technology|sql|smart contracts|cloudformation|python|problem solving|mentoring|solidity|vue.js,blockchain developer,technology
r000124,"Education: Scrum Master Certification Experience: 4 years Skills: Adobe Creative Suite, Scrum, Coaching, Team Leadership, Agile, Machine Learning, Kanban, Problem Solving",scrum master certification,4,adobe creative suite|scrum|coaching|team leadership|agile|machine learning|kanban|problem solving|react native|angular|communication,scrum master,technology
r000125,"Education: MBA Experience: 9 years Skills: MongoDB, Market Strategy, Team Leadership, P&L Management, Brand Vision, Kubernetes, Strategic Leadership, Executive Communication",mba,9,mongodb|market strategy|team leadership|p&l management|brand vision|kubernetes|strategic leadership|executive communication|confluence,chief marketing officer,marketing & sales
